adj_edge_jaccard,adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,error_decomposition_provenance,input_graph_hash_schema,input_graph_provenance,input_gt_graph_sha256,input_match_radius_um,input_n_total,input_pred_graph_sha256,input_scale_zyx_um,legacy_proxy_adjusted_edge_jaccard,legacy_proxy_div_fn,legacy_proxy_div_fp,legacy_proxy_div_jaccard,legacy_proxy_div_tp,legacy_proxy_edge_fn,legacy_proxy_edge_fp,legacy_proxy_edge_jaccard,legacy_proxy_edge_tp,legacy_proxy_edges_fragmented,legacy_proxy_edges_lost_to_detection,legacy_proxy_edges_recovered,legacy_proxy_missed_gt_nodes,legacy_proxy_spurious_pred_nodes,legacy_proxy_t_pred,legacy_proxy_t_true,legacy_proxy_weight,legacy_proxy_wrong_association_edges,metric_provenance,missed_gt_nodes,node_recall,num_pred_nodes,official_edgeless_recall_matching,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,total_node_ratio,weight,wrong_association_edges
0.9851842557125876,0.9851842557125876,tight55,0,0,1.0,1,0,0,1,10,6,0.9823008849557522,888,4,6,888,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,00789e40cd27ab4c522884eac7fbb4ffc55e641c9647a402316c63042123056d,7.0,6030.0,047e76dcd31b1c5d9b356e179ee26075d0e6a8b3a519c233bfdb79c88d453f4f,"(1.625, 0.40625, 0.40625)",0.9851842557125876,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,4929,5853,6030.0,904,0,official_075fc5:evaluate->per_sample_metrics->summarise,6,0.9935483870967742,5853,False,4,4929,6bba_062c8d37,5853,6030.0,-0.02935323383084577,904,0
0.8154435633547911,0.8154435633547911,tight55,2,0,0.0,0,2,0,0,38,18,0.8457300275482094,307,6,32,307,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,cedf0c3a2f8cfcdca4c75c6c1b1e8519512ddcc654aba5eb471c2b4ff7f3580d,7.0,21485.0,16f962a158a9a7669534a17bd19b5721118cfc4cf2930bb30a768ee0a0d6e771,"(1.625, 0.40625, 0.40625)",0.815443563354791,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,28846,29179,21485.0,363,0,official_075fc5:evaluate->per_sample_metrics->summarise,26,0.9275766016713092,29179,False,6,28846,6bba_07e24132,29179,21485.0,0.35811030951826855,363,0
0.9933698735632566,0.9933698735632566,tight55,1,0,0.0,0,1,0,0,7,3,0.9914602903501281,1161,1,6,1161,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,64990f20b37c73ab00ddce538fd8dbd8540111ad33623ad8ff815bdbe569a3ac,7.0,8463.0,da03bb9b34946ec962151ef1fcd00e8b4eabe5fa8715b0999d3f8282e961cae9,"(1.625, 0.40625, 0.40625)",0.9933698735632566,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,7107,8300,8463.0,1171,0,official_075fc5:evaluate->per_sample_metrics->summarise,5,0.9958263772954925,8300,False,4,7107,6bba_085bf656,8300,8463.0,-0.01926030958289023,1171,0
0.8943248531817481,0.8943248531817481,tight55,4,0,0.0,0,4,0,0,92,127,0.8903903903903904,1779,75,17,1779,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,2dce94f7f71d489e6e6626b945161c919b0e248d47aadb6717d1776c5c190972,7.0,31117.0,6343955d2f04144e5975d050c3fef1ee125d004f206bc53fb3d77081cb8ad865,"(1.625, 0.40625, 0.40625)",0.8943248531817481,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,27805,29742,31117.0,1998,0,official_075fc5:evaluate->per_sample_metrics->summarise,13,0.9933333333333333,29742,False,25,27805,6bba_09961292,29742,31117.0,-0.044188064402095314,1998,0
0.9472033658456044,0.9472033658456044,relaxed9,1,0,0.0,0,1,0,0,27,33,0.9255583126550868,746,19,8,746,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,c6011d3bc4e095e59278cbf7a833d3bf40fb009c62dd9f9ca22904b072be619b,7.0,58672.0,1428f849fa930c29955562023622696f5a557fe11b53782c2718c0b73ca890a1,"(1.625, 0.40625, 0.40625)",0.9472033658456044,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,44169,44951,58672.0,806,0,official_075fc5:evaluate->per_sample_metrics->summarise,6,0.9923857868020305,44951,False,24,44169,44b6_12dfb391,44951,58672.0,-0.23385942187073902,806,0
0.807442170916973,0.807442170916973,relaxed9,1,0,0.0,0,1,0,0,25,30,0.8208469055374593,252,17,8,252,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,e49345f7586d669ccfae3d935039aa833362c058a4103ecd9be24dd17774d6f4,7.0,19130.0,7a8e314c67f93fd42bdbe0f21114b84e570eeb52b5e359a32f776d6d687f6fd5,"(1.625, 0.40625, 0.40625)",0.807442170916973,1,0,0.0,0,25,30,0.8208469055374593,252,17,8,252,5,21979,22254,19130.0,307,0,official_075fc5:evaluate->per_sample_metrics->summarise,5,0.9821428571428571,22254,False,25,21979,44b6_267148e4,22254,19130.0,0.16330371144798744,307,0
0.8818579259901309,0.8818579259901309,relaxed9,1,1,0.0,0,1,1,0,12,21,0.8571428571428571,198,12,0,198,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,0d65bb8e038d7cc0e5cc0494bbf5a0c2ee68a10f7ebadc14044ce03fdbff91b5,7.0,56367.0,79cf30ecc8e61b06adfa80a819e1e4d2f82dac4b5f9eabec77bb7f1c4a3542fb,"(1.625, 0.40625, 0.40625)",0.8818579259901309,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,39900,40114,56367.0,231,0,official_075fc5:evaluate->per_sample_metrics->summarise,0,1.0,40114,False,40,39900,44b6_2a2eff9f,40114,56367.0,-0.28834246988486173,231,0
0.9774442065111921,0.9774442065111921,relaxed9,0,0,1.0,1,0,0,1,2,0,0.9904306220095693,207,0,2,207,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,737532e3cafe8e86ebfa9fcc4190c7860e0127f45756761f5503e894a815cfef,7.0,7436.0,c437e48725f57a132f4f5d56d6c5464b5405a7dc677e0752f66c5ce04b4debfd,"(1.625, 0.40625, 0.40625)",0.9774442065111921,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,8197,8411,7436.0,209,0,official_075fc5:evaluate->per_sample_metrics->summarise,2,0.9907407407407407,8411,False,11,8197,44b6_341df25f,8411,7436.0,0.13111888111888112,209,0
0.9778623988226638,0.9778623988226638,relaxed9,0,0,1.0,1,0,0,1,15,8,0.9746136865342163,883,6,9,883,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,00789e40cd27ab4c522884eac7fbb4ffc55e641c9647a402316c63042123056d,7.0,6030.0,fdfb1d78c145d3e236721d454d89ecba7bf07ce6cef6e0d08710e1313303f3ec,"(1.625, 0.40625, 0.40625)",0.9778623988226638,0,0,1.0,1,15,8,0.9746136865342163,883,6,9,883,9,4908,5829,6030.0,906,0,official_075fc5:evaluate->per_sample_metrics->summarise,9,0.9903225806451613,5829,False,3,4908,6bba_062c8d37,5829,6030.0,-0.03333333333333333,906,0
0.810499684165032,0.810499684165032,relaxed9,2,0,0.0,0,2,0,0,39,19,0.8406593406593407,306,7,32,306,unchanged_forge947_cell8_proxy; independent_global_node_matching,"ordered_plain_graph_v1:node_id,t,z,y,x;ordered_source,target;canonical_json_utf8",same_plain_graph_received_by_legacy_proxy_and_official_adapter,cedf0c3a2f8cfcdca4c75c6c1b1e8519512ddcc654aba5eb471c2b4ff7f3580d,7.0,21485.0,19dec303481ad4ffc9cf31b114f45547b32eb1e317b0672cb8b355d4456666e2,"(1.625, 0.40625, 0.40625)",0.810499684165032,2,0,0.0,0,39,19,0.8406593406593407,306,7,32,306,26,28860,29193,21485.0,364,0,official_075fc5:evaluate->per_sample_metrics->summarise,26,0.9275766016713092,29193,False,10,28860,6bba_07e24132,29193,21485.0,0.35876192692576214,364,0
